,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Season__Autumn,Season__Spring,Season__Summer,Season__Winter,Weekday
333,316,21,-4.8,45.0,0.8,1351,-14.9,0.0,0.0,0.0,0,0,0,0,1,1
334,309,22,-4.9,44.0,1.1,1369,-15.3,0.0,0.0,0.0,0,0,0,0,1,1
335,211,23,-5.6,53.0,1.2,1290,-13.6,0.0,0.0,0.0,0,0,0,0,1,1
336,227,0,-5.7,53.0,0.6,1262,-13.7,0.0,0.0,0.0,0,0,0,0,1,1
337,241,1,-6.3,57.0,0.4,1148,-13.4,0.0,0.0,0.0,0,0,0,0,1,1
338,162,2,-6.8,58.0,0.4,1089,-13.6,0.0,0.0,0.0,0,0,0,0,1,1
339,110,3,-6.9,56.0,0.5,1111,-14.2,0.0,0.0,0.0,0,0,0,0,1,1
340,69,4,-7.1,59.0,0.8,1058,-13.7,0.0,0.0,0.0,0,0,0,0,1,1
341,68,5,-7.5,64.0,0.9,989,-13.1,0.0,0.0,0.0,0,0,0,0,1,1
342,129,6,-7.4,64.0,0.7,906,-13.0,0.0,0.0,0.0,0,0,0,0,1,1
343,285,7,-7.0,63.0,0.6,865,-12.8,0.0,0.0,0.0,0,0,0,0,1,1
344,658,8,-6.6,64.0,1.1,791,-12.2,0.0,0.0,0.0,0,0,0,0,1,1
345,330,9,-5.9,60.0,0.6,691,-12.4,0.09,0.0,0.0,0,0,0,0,1,1
346,221,10,-4.6,52.0,0.8,648,-12.9,0.34,0.0,0.0,0,0,0,0,1,1
347,279,11,-2.9,46.0,1.0,809,-12.9,0.42,0.0,0.0,0,0,0,0,1,1
348,309,12,-2.5,43.0,0.7,895,-13.3,0.34,0.0,0.0,0,0,0,0,1,1
349,325,13,-1.6,40.0,0.3,868,-13.4,0.32,0.0,0.0,0,0,0,0,1,1
350,329,14,-0.7,39.0,0.8,826,-12.9,0.35,0.0,0.0,0,0,0,0,1,1
351,342,15,0.1,35.0,1.5,946,-13.5,0.42,0.0,0.0,0,0,0,0,1,1
352,354,16,0.0,37.0,0.6,994,-12.9,0.13,0.0,0.0,0,0,0,0,1,1
353,464,17,-0.2,39.0,0.8,1016,-12.5,0.0,0.0,0.0,0,0,0,0,1,1
354,682,18,0.1,43.0,0.9,1485,-11.0,0.0,0.0,0.0,0,0,0,0,1,1
355,451,19,0.6,41.0,1.2,1550,-11.1,0.0,0.0,0.0,0,0,0,0,1,1
356,320,20,0.9,42.0,1.2,1113,-10.5,0.0,0.0,0.0,0,0,0,0,1,1
357,300,21,0.7,47.0,2.7,1283,-9.3,0.0,0.0,0.0,0,0,0,0,1,1
358,296,22,-0.1,49.0,2.0,870,-9.5,0.0,0.0,0.0,0,0,0,0,1,1
359,247,23,-1.3,60.0,2.5,792,-8.0,0.0,0.0,0.0,0,0,0,0,1,1
360,217,0,-2.6,73.0,3.4,787,-6.7,0.0,0.0,0.0,0,0,0,0,1,0
361,302,1,-3.4,76.0,2.9,582,-7.0,0.0,0.0,0.0,0,0,0,0,1,0
362,228,2,-4.1,73.0,2.1,567,-8.2,0.0,0.0,0.0,0,0,0,0,1,0
363,129,3,-4.5,71.0,1.6,651,-8.9,0.0,0.0,0.0,0,0,0,0,1,0
364,80,4,-5.0,70.0,2.7,702,-9.6,0.0,0.0,0.0,0,0,0,0,1,0
365,45,5,-5.6,72.0,2.0,662,-9.8,0.0,0.0,0.0,0,0,0,0,1,0
366,66,6,-6.1,69.0,2.9,765,-10.8,0.0,0.0,0.0,0,0,0,0,1,0
367,90,7,-6.7,64.0,2.1,977,-12.3,0.0,0.0,0.0,0,0,0,0,1,0
368,190,8,-7.3,62.0,2.6,1112,-13.3,0.0,0.0,0.0,0,0,0,0,1,0
369,195,9,-7.2,47.0,2.8,1724,-16.6,0.18,0.0,0.0,0,0,0,0,1,0
370,201,10,-6.2,42.0,2.3,1893,-17.0,0.52,0.0,0.0,0,0,0,0,1,0
371,239,11,-5.2,30.0,4.0,1991,-20.1,0.86,0.0,0.0,0,0,0,0,1,0
372,252,12,-4.1,28.0,3.8,1998,-19.9,1.08,0.0,0.0,0,0,0,0,1,0
373,296,13,-3.7,23.0,4.0,1980,-21.8,1.12,0.0,0.0,0,0,0,0,1,0
374,292,14,-3.4,22.0,4.3,1966,-22.1,1.07,0.0,0.0,0,0,0,0,1,0
376,258,16,-3.3,24.0,3.5,2000,-21.0,0.54,0.0,0.0,0,0,0,0,1,0
377,277,17,-4.6,26.0,2.6,2000,-21.2,0.17,0.0,0.0,0,0,0,0,1,0
378,212,18,-5.3,28.0,3.5,2000,-21.0,0.0,0.0,0.0,0,0,0,0,1,0
379,173,19,-6.0,32.0,2.4,2000,-20.0,0.0,0.0,0.0,0,0,0,0,1,0
380,143,20,-6.6,37.0,3.4,2000,-18.9,0.0,0.0,0.0,0,0,0,0,1,0
381,159,21,-7.1,39.0,3.2,2000,-18.7,0.0,0.0,0.0,0,0,0,0,1,0
382,155,22,-7.6,41.0,1.6,2000,-18.6,0.0,0.0,0.0,0,0,0,0,1,0
383,142,23,-8.0,41.0,2.2,2000,-18.9,0.0,0.0,0.0,0,0,0,0,1,0
384,175,0,-8.1,41.0,2.0,2000,-19.0,0.0,0.0,0.0,0,0,0,0,1,0
385,146,1,-8.4,40.0,1.6,2000,-19.6,0.0,0.0,0.0,0,0,0,0,1,0
386,132,2,-8.7,40.0,2.8,2000,-19.8,0.0,0.0,0.0,0,0,0,0,1,0
387,100,3,-9.0,40.0,3.1,2000,-20.1,0.0,0.0,0.0,0,0,0,0,1,0
388,41,4,-9.5,40.0,1.9,2000,-20.6,0.0,0.0,0.0,0,0,0,0,1,0
389,31,5,-9.7,41.0,3.1,2000,-20.5,0.0,0.0,0.0,0,0,0,0,1,0
390,39,6,-9.9,42.0,2.3,2000,-20.4,0.0,0.0,0.0,0,0,0,0,1,0
391,53,7,-10.2,42.0,2.3,2000,-20.6,0.0,0.0,0.0,0,0,0,0,1,0
392,94,8,-10.7,43.0,0.9,2000,-20.8,0.0,0.0,0.0,0,0,0,0,1,0
393,122,9,-10.5,38.0,1.1,1950,-22.1,0.19,0.0,0.0,0,0,0,0,1,0
394,142,10,-8.5,31.0,1.5,1997,-22.6,0.58,0.0,0.0,0,0,0,0,1,0
395,189,11,-7.2,29.0,1.8,1926,-22.2,0.88,0.0,0.0,0,0,0,0,1,0
396,216,12,-4.9,25.0,2.6,1966,-21.9,1.08,0.0,0.0,0,0,0,0,1,0
397,223,13,-4.5,25.0,3.2,1989,-21.6,1.14,0.0,0.0,0,0,0,0,1,0
398,268,14,-3.2,26.0,3.1,1933,-20.0,1.07,0.0,0.0,0,0,0,0,1,0
399,278,15,-2.5,28.0,2.0,2000,-18.5,0.85,0.0,0.0,0,0,0,0,1,0
400,256,16,-2.7,31.0,2.3,2000,-17.5,0.54,0.0,0.0,0,0,0,0,1,0
401,266,17,-3.8,35.0,2.4,2000,-17.0,0.17,0.0,0.0,0,0,0,0,1,0
402,204,18,-4.7,37.0,1.8,2000,-17.2,0.01,0.0,0.0,0,0,0,0,1,0
403,157,19,-5.6,39.0,1.1,2000,-17.3,0.0,0.0,0.0,0,0,0,0,1,0
404,166,20,-6.0,42.0,0.8,2000,-16.8,0.0,0.0,0.0,0,0,0,0,1,0
405,168,21,-6.5,45.0,0.7,2000,-16.4,0.0,0.0,0.0,0,0,0,0,1,0
406,172,22,-6.6,50.0,0.6,1990,-15.3,0.0,0.0,0.0,0,0,0,0,1,0
407,138,23,-6.9,53.0,0.7,2000,-14.8,0.0,0.0,0.0,0,0,0,0,1,0
408,151,0,-5.9,50.0,0.6,2000,-14.6,0.0,0.0,0.0,0,0,0,0,1,1
409,97,1,-5.3,48.0,0.4,1664,-14.6,0.0,0.0,0.0,0,0,0,0,1,1
515,278,11,3.1,57.0,0.8,804,-4.6,0.63,0.0,0.0,1,0,0,0,1,1
516,301,12,4.5,56.0,0.8,836,-3.5,0.71,0.0,0.0,1,0,0,0,1,1
517,320,13,5.4,55.0,1.2,820,-2.9,0.66,0.0,0.0,1,0,0,0,1,1
518,326,14,5.9,55.0,0.6,779,-2.4,0.48,0.0,0.0,1,0,0,0,1,1
519,386,15,6.5,55.0,0.9,801,-1.9,0.38,0.0,0.0,1,0,0,0,1,1
520,416,16,6.0,58.0,0.7,732,-1.6,0.19,0.0,0.0,1,0,0,0,1,1
521,477,17,5.4,61.0,1.3,691,-1.5,0.08,0.0,0.0,1,0,0,0,1,1
522,671,18,4.9,63.0,0.6,677,-1.5,0.0,0.0,0.0,1,0,0,0,1,1
523,481,19,5.2,64.0,0.7,691,-1.0,0.0,0.0,0.0,1,0,0,0,1,1
524,323,20,5.9,67.0,1.3,779,0.2,0.0,0.0,0.0,1,0,0,0,1,1
525,309,21,6.1,70.0,2.2,763,1.0,0.0,0.0,0.0,1,0,0,0,1,1
526,314,22,6.1,70.0,2.7,806,1.0,0.0,0.0,0.0,1,0,0,0,1,1
527,249,23,5.8,74.0,2.5,832,1.5,0.0,0.0,0.0,1,0,0,0,1,1
528,282,0,5.8,75.0,1.9,788,1.7,0.0,0.0,0.0,0,0,0,0,1,0
529,337,1,5.7,75.0,1.7,706,1.6,0.0,0.0,0.0,0,0,0,0,1,0
530,312,2,5.6,76.0,1.6,641,1.6,0.0,0.0,0.0,0,0,0,0,1,0
531,230,3,5.4,77.0,1.6,583,1.6,0.0,0.0,0.0,0,0,0,0,1,0
532,120,4,5.3,79.0,0.9,506,1.9,0.0,0.0,0.0,0,0,0,0,1,0
533,59,5,5.0,81.0,1.2,425,2.0,0.0,0.0,0.0,0,0,0,0,1,0
534,63,6,5.1,81.0,1.3,375,2.1,0.0,0.0,0.0,0,0,0,0,1,0
535,99,7,5.1,82.0,0.7,334,2.2,0.0,0.0,0.0,0,0,0,0,1,0
536,188,8,5.1,83.0,0.9,297,2.4,0.0,0.0,0.0,0,0,0,0,1,0
537,239,9,5.2,84.0,0.7,226,2.7,0.03,0.0,0.0,0,0,0,0,1,0
538,235,10,5.4,82.0,1.2,215,2.5,0.13,0.0,0.0,0,0,0,0,1,0
539,282,11,5.7,81.0,1.1,192,2.6,0.18,0.0,0.0,0,0,0,0,1,0
540,325,12,7.0,72.0,1.9,246,2.2,0.64,0.0,0.0,0,0,0,0,1,0
541,423,13,7.7,68.0,1.0,249,2.1,0.58,0.0,0.0,0,0,0,0,1,0
542,405,14,8.6,63.0,1.6,263,1.9,0.72,0.0,0.0,0,0,0,0,1,0
543,443,15,8.6,64.0,1.5,269,2.1,0.57,0.0,0.0,0,0,0,0,1,0
544,473,16,8.2,64.0,1.0,281,1.7,0.32,0.0,0.0,0,0,0,0,1,0
545,453,17,7.7,67.0,0.9,264,1.9,0.11,0.0,0.0,0,0,0,0,1,0
546,340,18,6.6,73.0,0.4,229,2.0,0.0,0.0,0.0,0,0,0,0,1,0
547,260,19,6.0,76.0,1.1,219,2.0,0.0,0.0,0.0,0,0,0,0,1,0
548,258,20,5.9,75.0,1.5,222,1.7,0.0,0.0,0.0,0,0,0,0,1,0
549,279,21,5.6,77.0,0.9,212,1.8,0.0,0.0,0.0,0,0,0,0,1,0
550,282,22,5.3,79.0,0.6,200,1.9,0.0,0.0,0.0,0,0,0,0,1,0
551,237,23,5.5,80.0,0.6,185,2.3,0.0,0.0,0.0,0,0,0,0,1,0
552,266,0,5.6,78.0,0.6,196,2.0,0.0,0.0,0.0,1,0,0,0,1,0
553,251,1,5.6,78.0,0.5,197,2.0,0.0,0.0,0.0,1,0,0,0,1,0
554,196,2,5.4,80.0,0.9,190,2.2,0.0,0.0,0.0,1,0,0,0,1,0
555,149,3,5.2,82.0,0.8,190,2.3,0.0,0.0,0.0,1,0,0,0,1,0
556,79,4,5.2,82.0,0.7,189,2.3,0.0,0.0,0.0,1,0,0,0,1,0
557,44,5,5.1,82.0,0.6,185,2.2,0.0,0.0,0.0,1,0,0,0,1,0
559,3,7,4.7,89.0,1.1,100,3.0,0.0,0.0,0.0,1,0,0,0,1,0
560,4,8,4.6,91.0,1.7,95,3.2,0.0,0.0,0.0,1,0,0,0,1,0
562,4,10,4.8,96.0,0.6,87,4.2,0.04,0.0,0.0,1,0,0,0,1,0
563,9,11,4.6,95.0,0.8,156,3.8,0.05,0.0,0.0,1,0,0,0,1,0
565,7,13,3.7,90.0,0.7,744,2.2,0.15,0.0,0.0,1,0,0,0,1,0
566,28,14,3.3,90.0,2.5,561,1.8,0.19,0.0,0.0,1,0,0,0,1,0
568,54,16,2.3,91.0,3.3,270,0.9,0.07,0.0,0.0,1,0,0,0,1,0
569,104,17,2.2,86.0,2.6,605,0.0,0.04,0.0,0.0,1,0,0,0,1,0
572,116,20,0.6,67.0,3.3,506,-4.8,0.0,0.0,0.0,1,0,0,0,1,0
573,145,21,0.4,69.0,3.5,477,-4.6,0.0,0.0,0.0,1,0,0,0,1,0
574,110,22,0.2,69.0,2.7,565,-4.8,0.0,0.0,0.0,1,0,0,0,1,0
575,128,23,0.0,63.0,3.2,884,-6.2,0.0,0.0,0.0,1,0,0,0,1,0
576,160,0,-0.6,64.0,2.4,1010,-6.5,0.0,0.0,0.0,1,0,0,0,1,1
577,132,1,-1.2,57.0,4.3,1429,-8.6,0.0,0.0,0.0,1,0,0,0,1,1
578,115,2,-1.8,53.0,4.1,1825,-10.1,0.0,0.0,0.0,1,0,0,0,1,1
579,100,3,-2.3,52.0,3.4,1947,-10.8,0.0,0.0,0.0,1,0,0,0,1,1
580,72,4,-3.0,51.0,3.2,2000,-11.7,0.0,0.0,0.0,1,0,0,0,1,1
581,32,5,-3.7,51.0,2.6,2000,-12.3,0.0,0.0,0.0,1,0,0,0,1,1
582,59,6,-4.1,50.0,3.0,2000,-13.0,0.0,0.0,0.0,1,0,0,0,1,1
583,61,7,-4.6,46.0,2.8,2000,-14.4,0.0,0.0,0.0,1,0,0,0,1,1
584,94,8,-4.9,44.0,3.0,2000,-15.3,0.0,0.0,0.0,1,0,0,0,1,1
585,107,9,-4.6,40.0,3.5,2000,-16.1,0.18,0.0,0.0,1,0,0,0,1,1
586,133,10,-3.7,35.0,3.7,1937,-16.9,0.57,0.0,0.0,1,0,0,0,1,1
587,179,11,-2.8,35.0,2.9,1984,-16.1,0.87,0.0,0.0,1,0,0,0,1,1
588,221,12,-1.6,33.0,2.5,1874,-15.8,1.18,0.0,0.0,1,0,0,0,1,1
589,244,13,-1.5,33.0,3.8,2000,-15.7,1.18,0.0,0.0,1,0,0,0,1,1
590,274,14,-0.4,31.0,2.0,2000,-15.5,1.1,0.0,0.0,1,0,0,0,1,1
591,319,15,0.4,28.0,2.5,2000,-16.0,0.9,0.0,0.0,1,0,0,0,1,1
592,272,16,0.4,27.0,2.0,2000,-16.4,0.58,0.0,0.0,1,0,0,0,1,1
593,260,17,-0.7,29.0,2.0,2000,-16.5,0.21,0.0,0.0,1,0,0,0,1,1
594,237,18,-1.6,33.0,2.0,2000,-15.8,0.0,0.0,0.0,1,0,0,0,1,1
595,184,19,-1.8,41.0,2.1,2000,-13.3,0.0,0.0,0.0,1,0,0,0,1,1
596,181,20,-2.1,49.0,1.7,2000,-11.4,0.0,0.0,0.0,1,0,0,0,1,1
597,185,21,-1.7,51.0,1.7,2000,-10.5,0.0,0.0,0.0,1,0,0,0,1,1
598,176,22,-1.3,53.0,1.7,2000,-9.6,0.0,0.0,0.0,1,0,0,0,1,1
599,169,23,-1.0,55.0,1.9,2000,-8.9,0.0,0.0,0.0,1,0,0,0,1,1
600,178,0,-1.4,58.0,1.0,1880,-8.6,0.0,0.0,0.0,0,0,0,0,1,1
601,127,1,-1.5,62.0,1.3,2000,-7.8,0.0,0.0,0.0,0,0,0,0,1,1
602,85,2,-2.1,69.0,1.0,1995,-7.0,0.0,0.0,0.0,0,0,0,0,1,1
603,72,3,-2.6,70.0,1.0,1992,-7.3,0.0,0.0,0.0,0,0,0,0,1,1
604,49,4,-2.6,72.0,1.4,1929,-6.9,0.0,0.0,0.0,0,0,0,0,1,1
605,65,5,-2.9,77.0,0.8,1833,-6.3,0.0,0.0,0.0,0,0,0,0,1,1
606,120,6,-2.8,73.0,0.7,1906,-6.9,0.0,0.0,0.0,0,0,0,0,1,1
607,296,7,-2.9,73.0,1.9,1911,-7.0,0.0,0.0,0.0,0,0,0,0,1,1
608,578,8,-2.7,68.0,2.2,1919,-7.7,0.0,0.0,0.0,0,0,0,0,1,1
609,293,9,-2.8,52.0,2.9,1895,-11.3,0.16,0.0,0.0,0,0,0,0,1,1
610,180,10,-2.2,36.0,4.1,1930,-15.2,0.53,0.0,0.0,0,0,0,0,1,1
612,262,12,-1.3,23.0,4.0,2000,-19.8,1.09,0.0,0.0,0,0,0,0,1,1
614,271,14,-1.6,20.0,4.3,2000,-21.6,1.11,0.0,0.0,0,0,0,0,1,1
616,282,16,-1.9,17.0,3.3,2000,-23.7,0.61,0.0,0.0,0,0,0,0,1,1
617,350,17,-3.6,20.0,3.7,2000,-23.3,0.23,0.0,0.0,0,0,0,0,1,1
618,481,18,-4.7,23.0,3.4,2000,-22.7,0.01,0.0,0.0,0,0,0,0,1,1
619,317,19,-5.4,27.0,3.0,2000,-21.5,0.0,0.0,0.0,0,0,0,0,1,1
621,220,21,-6.6,39.0,3.2,2000,-18.2,0.0,0.0,0.0,0,0,0,0,1,1
622,213,22,-7.2,38.0,3.1,2000,-19.1,0.0,0.0,0.0,0,0,0,0,1,1
623,156,23,-7.5,37.0,3.1,2000,-19.7,0.0,0.0,0.0,0,0,0,0,1,1
624,133,0,-7.9,37.0,2.2,2000,-20.0,0.0,0.0,0.0,0,0,0,0,1,1
625,142,1,-8.2,39.0,1.8,2000,-19.7,0.0,0.0,0.0,0,0,0,0,1,1
626,93,2,-8.6,37.0,1.5,2000,-20.7,0.0,0.0,0.0,0,0,0,0,1,1
627,81,3,-9.1,37.0,1.0,2000,-21.1,0.0,0.0,0.0,0,0,0,0,1,1
628,55,4,-9.1,33.0,2.3,2000,-22.4,0.0,0.0,0.0,0,0,0,0,1,1
629,66,5,-9.4,36.0,1.9,2000,-21.7,0.0,0.0,0.0,0,0,0,0,1,1
630,105,6,-9.8,37.0,1.7,2000,-21.7,0.0,0.0,0.0,0,0,0,0,1,1
631,262,7,-10.1,38.0,2.3,2000,-21.7,0.0,0.0,0.0,0,0,0,0,1,1
632,502,8,-10.2,35.0,1.8,2000,-22.7,0.0,0.0,0.0,0,0,0,0,1,1
633,279,9,-9.8,33.0,2.0,1997,-23.0,0.17,0.0,0.0,0,0,0,0,1,1
634,146,10,-8.5,29.0,2.4,1992,-23.4,0.56,0.0,0.0,0,0,0,0,1,1
635,213,11,-6.8,28.0,2.1,1986,-22.3,0.88,0.0,0.0,0,0,0,0,1,1
636,230,12,-5.5,21.0,2.1,1941,-24.4,1.08,0.0,0.0,0,0,0,0,1,1
637,258,13,-4.7,18.0,3.7,2000,-25.4,1.16,0.0,0.0,0,0,0,0,1,1
638,231,14,-4.0,18.0,2.4,2000,-24.8,1.09,0.0,0.0,0,0,0,0,1,1
639,228,15,-3.1,16.0,2.2,2000,-25.4,0.9,0.0,0.0,0,0,0,0,1,1
640,269,16,-3.2,23.0,2.7,2000,-21.4,0.57,0.0,0.0,0,0,0,0,1,1
641,314,17,-4.2,26.0,2.2,2000,-20.8,0.2,0.0,0.0,0,0,0,0,1,1
642,466,18,-5.2,32.0,2.2,2000,-19.3,0.0,0.0,0.0,0,0,0,0,1,1
643,315,19,-5.5,31.0,2.1,2000,-19.9,0.0,0.0,0.0,0,0,0,0,1,1
644,262,20,-5.9,34.0,0.9,2000,-19.2,0.0,0.0,0.0,0,0,0,0,1,1
645,242,21,-6.4,34.0,1.2,2000,-19.7,0.0,0.0,0.0,0,0,0,0,1,1
646,243,22,-6.4,36.0,1.3,2000,-19.0,0.0,0.0,0.0,0,0,0,0,1,1
647,216,23,-6.3,39.0,0.9,2000,-18.0,0.0,0.0,0.0,0,0,0,0,1,1
648,164,0,-6.5,41.0,1.7,2000,-17.6,0.0,0.0,0.0,0,0,0,0,1,1
649,169,1,-6.6,39.0,1.4,2000,-18.2,0.0,0.0,0.0,0,0,0,0,1,1
650,163,2,-6.6,34.0,1.8,2000,-19.8,0.0,0.0,0.0,0,0,0,0,1,1
651,86,3,-6.0,32.0,2.5,2000,-20.0,0.0,0.0,0.0,0,0,0,0,1,1
652,50,4,-5.8,32.0,1.6,2000,-19.8,0.0,0.0,0.0,0,0,0,0,1,1
653,61,5,-5.7,28.0,1.2,2000,-21.3,0.0,0.0,0.0,0,0,0,0,1,1
654,103,6,-5.5,24.0,0.5,2000,-22.9,0.0,0.0,0.0,0,0,0,0,1,1
655,257,7,-5.0,31.0,0.5,2000,-19.5,0.0,0.0,0.0,0,0,0,0,1,1
656,554,8,-4.7,30.0,0.6,2000,-19.6,0.0,0.0,0.0,0,0,0,0,1,1
657,326,9,-4.3,38.0,0.7,1877,-16.5,0.04,0.0,0.0,0,0,0,0,1,1
658,225,10,-3.4,33.0,1.3,1863,-17.4,0.33,0.0,0.0,0,0,0,0,1,1
659,288,11,-2.1,34.0,1.0,1868,-15.8,0.65,0.0,0.0,0,0,0,0,1,1
660,286,12,-0.8,38.0,1.0,1686,-13.3,0.75,0.0,0.0,0,0,0,0,1,1
661,301,13,0.8,46.0,1.4,1598,-9.5,0.8,0.0,0.0,0,0,0,0,1,1
662,311,14,0.8,55.0,1.8,1132,-7.2,0.59,0.0,0.0,0,0,0,0,1,1
663,303,15,0.4,57.0,2.4,1179,-7.1,0.36,0.0,0.0,0,0,0,0,1,1
664,390,16,0.3,57.0,2.3,1204,-7.2,0.19,0.0,0.0,0,0,0,0,1,1
665,407,17,0.2,58.0,2.0,1159,-7.1,0.08,0.0,0.0,0,0,0,0,1,1
666,552,18,-0.6,62.0,1.6,1129,-6.9,0.0,0.0,0.0,0,0,0,0,1,1
667,402,19,-0.4,62.0,0.9,1103,-6.8,0.0,0.0,0.0,0,0,0,0,1,1
668,319,20,-0.3,62.0,1.3,1040,-6.7,0.0,0.0,0.0,0,0,0,0,1,1
669,332,21,-0.2,62.0,0.6,986,-6.6,0.0,0.0,0.0,0,0,0,0,1,1
670,285,22,0.0,63.0,1.3,968,-6.2,0.0,0.0,0.0,0,0,0,0,1,1
671,260,23,0.1,63.0,1.1,1003,-6.1,0.0,0.0,0.0,0,0,0,0,1,1
672,233,0,0.2,63.0,0.7,925,-6.0,0.0,0.0,0.0,0,0,0,0,1,1
673,269,1,0.3,63.0,0.7,760,-5.9,0.0,0.0,0.0,0,0,0,0,1,1
674,210,2,0.5,63.0,1.0,691,-5.7,0.0,0.0,0.0,0,0,0,0,1,1
675,135,3,0.6,64.0,0.4,731,-5.4,0.0,0.0,0.0,0,0,0,0,1,1
676,85,4,0.6,65.0,0.4,712,-5.2,0.0,0.0,0.0,0,0,0,0,1,1
677,67,5,0.7,66.0,0.7,687,-4.9,0.0,0.0,0.0,0,0,0,0,1,1
678,128,6,0.8,68.0,0.6,673,-4.4,0.0,0.0,0.0,0,0,0,0,1,1
679,289,7,0.9,67.0,0.6,658,-4.5,0.0,0.0,0.0,0,0,0,0,1,1
680,636,8,1.0,68.0,0.6,624,-4.2,0.0,0.0,0.0,0,0,0,0,1,1
681,353,9,1.2,67.0,0.2,591,-4.2,0.06,0.0,0.0,0,0,0,0,1,1
682,252,10,1.9,65.0,0.3,562,-3.9,0.17,0.0,0.0,0,0,0,0,1,1
683,317,11,3.1,62.0,1.1,517,-3.4,0.29,0.0,0.0,0,0,0,0,1,1
684,363,12,4.3,62.0,1.6,472,-2.3,0.52,0.0,0.0,0,0,0,0,1,1
685,370,13,5.2,58.0,2.5,435,-2.4,0.81,0.0,0.0,0,0,0,0,1,1
686,419,14,5.7,54.0,3.5,418,-2.9,0.83,0.0,0.0,0,0,0,0,1,1
687,426,15,5.7,53.0,2.7,408,-3.1,0.65,0.0,0.0,0,0,0,0,1,1
688,504,16,5.4,56.0,2.2,396,-2.6,0.39,0.0,0.0,0,0,0,0,1,1
689,534,17,4.5,59.0,1.6,384,-2.8,0.14,0.0,0.0,0,0,0,0,1,1
690,574,18,3.6,62.0,1.4,389,-3.0,0.01,0.0,0.0,0,0,0,0,1,1
691,395,19,2.7,68.0,1.2,348,-2.6,0.0,0.0,0.0,0,0,0,0,1,1
692,292,20,1.7,73.0,0.5,332,-2.6,0.0,0.0,0.0,0,0,0,0,1,1
693,282,21,1.0,77.0,1.5,297,-2.5,0.0,0.0,0.0,0,0,0,0,1,1
694,294,22,0.8,77.0,1.4,293,-2.7,0.0,0.0,0.0,0,0,0,0,1,1
695,236,23,0.3,80.0,0.8,264,-2.7,0.0,0.0,0.0,0,0,0,0,1,1
696,240,0,-0.4,83.0,1.2,247,-2.9,0.0,0.0,0.0,0,0,0,0,1,0
697,234,1,-0.5,83.0,0.7,244,-3.0,0.0,0.0,0.0,0,0,0,0,1,0
698,192,2,-0.9,84.0,0.6,230,-3.2,0.0,0.0,0.0,0,0,0,0,1,0
699,127,3,-1.1,83.0,0.8,237,-3.6,0.0,0.0,0.0,0,0,0,0,1,0
700,86,4,-1.1,83.0,0.7,242,-3.6,0.0,0.0,0.0,0,0,0,0,1,0
701,52,5,-1.2,81.0,0.8,258,-4.0,0.0,0.0,0.0,0,0,0,0,1,0
702,62,6,-1.1,81.0,1.0,253,-3.9,0.0,0.0,0.0,0,0,0,0,1,0
703,88,7,-0.7,79.0,0.7,259,-3.8,0.0,0.0,0.0,0,0,0,0,1,0
704,162,8,-0.4,78.0,0.5,249,-3.7,0.0,0.0,0.0,0,0,0,0,1,0
705,224,9,0.2,76.0,1.3,249,-3.5,0.03,0.0,0.0,0,0,0,0,1,0
706,208,10,0.8,73.0,0.5,248,-3.4,0.15,0.0,0.0,0,0,0,0,1,0
707,237,11,2.0,69.0,1.0,257,-3.1,0.32,0.0,0.0,0,0,0,0,1,0
708,274,12,3.2,64.0,0.8,258,-2.9,0.47,0.0,0.0,0,0,0,0,1,0
709,333,13,4.0,62.0,1.0,256,-2.6,0.51,0.0,0.0,0,0,0,0,1,0
710,356,14,4.3,60.0,1.2,272,-2.7,0.4,0.0,0.0,0,0,0,0,1,0
711,337,15,4.3,61.0,0.7,274,-2.5,0.23,0.0,0.0,0,0,0,0,1,0
712,345,16,4.1,63.0,0.7,263,-2.3,0.13,0.0,0.0,0,0,0,0,1,0
713,183,17,3.8,64.0,0.9,250,-2.3,0.01,0.0,0.0,0,0,0,0,1,0
715,40,19,2.3,89.0,0.6,96,0.6,0.0,0.0,0.0,0,0,0,0,1,0
716,66,20,1.9,90.0,0.9,88,0.4,0.0,0.0,0.0,0,0,0,0,1,0
718,30,22,1.8,92.0,1.2,94,0.6,0.0,0.0,0.0,0,0,0,0,1,0
719,42,23,1.4,92.0,1.9,73,0.2,0.0,0.0,0.0,0,0,0,0,1,0
734,262,14,3.0,28.0,3.8,1956,-13.7,1.1,0.0,0.0,1,0,0,0,1,0
735,300,15,3.1,25.0,3.9,2000,-15.0,0.9,0.0,0.0,1,0,0,0,1,0
736,272,16,2.7,26.0,2.7,2000,-14.9,0.59,0.0,0.0,1,0,0,0,1,0
737,240,17,1.7,30.0,2.9,2000,-14.0,0.22,0.0,0.0,1,0,0,0,1,0
738,215,18,0.7,31.0,2.3,2000,-14.5,0.01,0.0,0.0,1,0,0,0,1,0
739,163,19,0.0,31.0,2.2,2000,-15.1,0.0,0.0,0.0,1,0,0,0,1,0
740,161,20,-1.0,32.0,0.9,2000,-15.6,0.0,0.0,0.0,1,0,0,0,1,0
741,179,21,-1.6,35.0,1.0,2000,-15.1,0.0,0.0,0.0,1,0,0,0,1,0
